ID,ano,numero_questao,enunciado,alternativas,resposta_correta,prova_cor
41,2012,167,"Nosshopping centerscostumam existir parques com vários brinquedos e jogos. Os usuários colocam créditos em um cartão, que são descontados por cada período de tempo de uso dos jogos. Dependendo da pontuação da criança no jogo, ela recebe um certo número de tíquetes para trocar por produtos nas lojas dos parques.Suponha que o período de uso de um brinquedo em certoshoppingcusta R$ 3,00 e que uma bicicleta custa 9.200 tíquetes.Para uma criança que recebe 20 tíquetes por período de tempo que joga, o valor, em reais, gasto com créditos para obter a quantidade de tíquetes para trocar pela bicicleta é",a) 153.b) 460.c) 1218.d) 1380.e) 3066.,D,verde
42,2012,168,"Dentre outros objetos de pesquisa, a Alometria estuda a relação entre medidas de diferentes partes do corpo humano. Por exemplo, segundo a Alometria, a área $A$ da superfície corporal de uma pessoa relaciona-se com a sua massa $m$ pela fórmula $A = k \times m^{\frac{2}{3}}$, em que $k$ e uma constante positiva.Se no período que vai da infância até a maioridade de um indivíduo sua massa é multiplicada por 8, por quanto será multiplicada a área da superfície corporal?",A) ∛16B) 4C) √24D) 8E) 64,B,verde
43,2012,171,"Em 20 de fevereiro de 2011 ocorreu a grande erupção do vulcão Bulusan nas Filipinas. A sua localização geográfica no globo terrestre é dada pelo GPS (sigla em inglês para Sistema de Posicionamento Global) com longitude de 124° 3’ 0” a leste do Meridiano de Greenwich.Dado: 1° equivale a 60’ e 1’ equivale a 60”.PAVARIN, G.Galileu, fev. 2012 (adaptado)A representação angular da localização do vulcão com relação a sua longitude da forma decimal é","a) 124,02°.b) 124,05°.c) 124,20°.d) 124,30°.e) 124,50°.",B,verde
44,2012,173,"Há, em virtude da demanda crescente de economia de água, equipamentos e utensílios como, por exemplo, as bacias sanitárias ecológicas, que utilizam 6 litros de água por descarga em vez dos 15 litros utilizados por bacias sanitárias não ecológicas, conforme dados da Associação Brasileira de Normas Técnicas (ABNT).Qual será a economia diária de água obtida por meio da substituição de uma bacia sanitária não ecológica, que gasta cerca de 60 litros por dia com a descarga, por uma bacia sanitária ecológica?",a) 24 litrosb) 36 litrosc) 40 litrosd) 42 litrose) 50 litros,B,verde
45,2012,176,"Um produtor de café irrigado em Minas Gerais recebeu um relatório de consultoria estatística, constando, entre outras informações, o desvio padrão das produções de uma safra dos talhões de suas propriedades. Os talhões têm a mesma área de 30 000 m2e o valor obtido para o desvio padrão foi de 90 kg/talhão. O produtor deve apresentar as informações sobre a produção e a variância dessas produções em sacas de 60 kg por hectare (10 000 m2).A variância das produções dos talhões expressa em (sacas/hectare)2é","a) 20,25.b) 4,50.c) 0,71.d) 0,50.e) 0,25.",E,verde
46,2012,177,"O designer português Miguel Neiva criou um sistema de símbolos que permite que pessoas daltônicas identifiquem cores. O sistema consiste na utilização de símbolos que identificam as cores primárias (azul, amarelo e vermelho). Além disso, a justaposição de dois desses símbolos permite identificar cores secundárias (como o verde, que é o amarelo combinado com o azul). O preto e o branco são identificados por pequenos quadrados: o que simboliza o preto é cheio, enquanto o que simboliza o branco é vazio. Os símbolos que representam preto e branco também podem ser associados aos símbolos que identificam cores, significando se estas são claras ou escuras.Folha de Sao Paulo. Disponível em: www1.folha.uol.com.br. Acesso em: 18 fev. 2012. (adaptado)De acordo com o texto, quantas cores podem ser representadas pelo sistema proposto?",a) 14b) 18c) 20d) 21e) 23,C,verde
47,2012,178,"José, Paulo e Antônio estão jogando dados não viciados, nos quais, em cada uma das seis faces, há um número de 1 a 6. Cada um deles jogará dois dados simultaneamente. José acredita que, após jogar seus dados, os números das faces voltadas para cima lhe darão uma soma igual a 7. Já Paulo acredita que sua soma será igual a 4 e Antônio acredita que sua soma será igual a 8.Com essa escolha, quem tem a maior probabilidade de acertar sua respectiva soma é","a) Antônio, já que sua soma é a maior de todas as escolhidas.b) José e Antônio, já que há 6 possibilidades tanto para a escolha de José quanto para a escolha de Antônio, e há apenas 4 possibilidades para a escolha de Paulo.c) José e Antônio, já que há 3 possibilidades tanto para a escolha de José quanto para a escolha de Antônio, e há apenas 2 possibilidades para a escolha de Paulo.d) José, já que ha 6 possibilidades para formar sua soma, 5 possibilidades para formar a soma de Antônio e apenas 3 possibilidades para formar a soma de Paulo.e) Paulo, já que sua soma é a menor de todas.",D,verde
48,2012,180,"A cerâmica possui a propriedade da contração, que consiste na evaporação da água existente em um conjunto ou bloco cerâmico submetido a uma determinada temperatura elevada: em seu lugar aparecendo “espaços vazios” que tendem a se aproximar. No lugar antes ocupado pela água vão ficando lacunas e, consequentemente, o conjunto tende a retrair-se. Considere que no processo de cozimento a cerâmica de argila sofra uma contração, em dimensões lineares, de 20%.Disponível em: www.arq.ufsc.br. Acesso em: 30 mar. 2012 (adaptado).Levando em consideração o processo de cozimento e a contração sofrida, o volume V de uma travessa de argila, de forma cúbica de aresta a, diminui para um valor que é","a) 20% menor que V, uma vez que o volume do cubo é diretamente proporcional ao comprimento de seu lado.b) 36% menor que V, porque a área da base diminui de a2para ((1 – 0,2)a)2.c) 48,8% menor que V, porque o volume diminui de a3para (0,8a)3.d) 51,2% menor que V, porque cada lado diminui para 80% do comprimento original.e) 60% menor que V, porque cada lado diminui 20%.",C,verde
49,2013,139,"Uma torneira não foi fechada corretamente e ficou pingando, da meia-noite às seis horas da manhã, com a frequência de uma gota a cada três segundos. Sabe-se que cada gota de água tem volume de 0,2 mL.Qual foi o valor mais aproximado do total de água desperdiçada nesse período, em litros?","a) 0,2b) 1,2c) 1,4d) 12,9e) 64,8",C,verde
50,2013,148,"Um dos grandes problemas enfrentados nas rodovias brasileiras é o excesso de carga transportada pelos caminhões. Dimensionado para o tráfego dentro dos limites legais de carga, o piso das estradas se deteriora com o peso excessivo dos caminhões. Além disso, o excesso de carga interfere na capacidade de frenagem e no funcionamento da suspensão do veículo, causas frequentes de acidentes.Ciente dessa responsabilidade e com base na experiência adquirida com pesagens, um caminhoneiro sabe que seu caminhão pode carregar, no máximo, 1500 telhas ou 1200 tijolos.Considerando esse caminhão carregado com 900 telhas, quantos tijolos, no máximo, podem ser acrescentados à carga de modo a não ultrapassar a carga máxima do caminhão?",a) 300 tijolosb) 360 tijolosc) 400 tijolosd) 480 tijolos,D,verde
51,2013,155,"Uma indústria tem um reservatório de água com capacidade para 900 m³. Quando há necessidade de limpeza do reservatório, toda a água precisa ser escoada. O escoamento da água é feito por seis ralos, e dura 6 horas quando o reservatório está cheio. Esta indústria construirá um novo reservatório, com capacidade de 500 m³, cujo escoamento da água deverá ser realizado em 4 horas, quando o reservatório estiver cheio. Os ralos utilizados no novo reservatório deverão ser idênticos aos do já existente.A quantidade de ralos do novo reservatório deverá ser igual a",a) 2.b) 4.c) 5.d) 8.e) 9.,C,verde
52,2013,138,"Um banco solicitou aos seus clientes a criação de uma senha pessoal de seis dígitos, formada somente por algarismos de 0 a 9, para acesso à conta-corrente pela internet.Entretanto, um especialista em sistemas de segurança eletrônica recomendou à direção do banco recadastrar seus usuários, solicitando, para cada um deles, a criação de uma nova senha com seis dígitos, permitindo agora o uso das 26 letras do alfabeto, além dos algarismos de 0 a 9. Nesse novo sistema, cada letra maiúscula era considerada distinta de sua versão minúscula. Além disso, era proibido o uso de outros tipos de caracteres.Uma forma de avaliar uma alteração no sistema de senhas é a verificação do coeficiente de melhora, que é a razão do novo número de possibilidades de senhas em relação ao antigo.O coeficiente de melhora da alteração recomendada é",A) 62^6 / 10^6B) 62! / 10!C) (62! * 4!) / (10! * 56!)D) 62! - 10!E) 62^6 - 10^6,A,verde
53,2013,139,"Uma torneira não foi fechada corretamente e ficou pingando, da meia-noite às seis horas da manhã, com a frequência de uma gota a cada três segundos. Sabe-se que cada gota de água tem volume de 0,2 mL.Qual foi o valor mais aproximado do total de água desperdiçada nesse período, em litros?","a) 0,2b) 1,2c) 1,4d) 12,9e) 64,8",C,verde
54,2013,148,"Um dos grandes problemas enfrentados nas rodovias brasileiras é o excesso de carga transportada pelos caminhões. Dimensionado para o tráfego dentro dos limites legais de carga, o piso das estradas se deteriora com o peso excessivo dos caminhões. Além disso, o excesso de carga interfere na capacidade de frenagem e no funcionamento da suspensão do veículo, causas frequentes de acidentes.Ciente dessa responsabilidade e com base na experiência adquirida com pesagens, um caminhoneiro sabe que seu caminhão pode carregar, no máximo, 1500 telhas ou 1200 tijolos.Considerando esse caminhão carregado com 900 telhas, quantos tijolos, no máximo, podem ser acrescentados à carga de modo a não ultrapassar a carga máxima do caminhão?",a) 300 tijolosb) 360 tijolosc) 400 tijolosd) 480 tijolos,D,verde
55,2013,150,"Numa escola com 1200 alunos foi realizada uma pesquisa sobre o conhecimento desses em duas línguas estrangeiras, inglês e espanhol.Nessa pesquisa constatou-se que 600 alunos falam inglês, 500 falam espanhol e 300 não falam qualquer um desses idiomas.Escolhendo-se um aluno dessa escola ao acaso e sabendo-se que ele não fala inglês, qual a probabilidade de que esse aluno fale espanhol?",a) \(\frac{1}{2}\)b) \(\frac{5}{8}\)c) \(\frac{1}{4}\)d) \(\frac{5}{6}\)e) \(\frac{5}{14}\),A,verde
56,2013,153,"Muitos processos fisiológicos e bioquímicos, tais como batimentos cardíacos e taxa de respiração, apresentam escalas construídas a partir da relação entre superfície e massa (ou volume) do animal. Uma dessas escalas, por exemplo, considera que ”o cubo da área S da superfície de um mamífero é proporcional ao quadrado de sua massa M“.HUGHES-HALLETT, D. et al.Cálculo e aplicações.São Paulo: Edgard Blücher, 1999 (adaptado).Isso é equivalente a dizer que, para uma constante k > 0, a área S pode ser escrita em função de M por meio da expressão:",A) S = k * M B) S = k * M^(1/3) C) S = k^(1/3) * M^(1/3) D) S = k^(1/3) * M^(2/3) E) S = k^(1/3) * M^2,D,verde
57,2013,155,"Uma indústria tem um reservatório de água com capacidade para 900 m3. Quando há necessidade de limpeza do reservatório, toda a água precisa ser escoada. O escoamento da água é feito por seis ralos, e dura 6 horas quando o reservatório está cheio. Esta indústria construirá um novo reservatório, com capacidade de 500 m3, cujo escoamento da água deverá ser realizado em 4 horas, quando o reservatório estiver cheio. Os ralos utilizados no novo reservatório deverão ser idênticos aos do já existente.A quantidade de ralos do novo reservatório deverá ser igual a",a) 2.b) 4.c) 5.d) 8.e) 9.,C,verde
58,2013,156,"Uma fábrica de fórmicas produz placas quadradas de lados de medida igual a y centímetros. Essas placas são vendidas em caixas com N unidades e, na caixa, é especificada a área máxima S que pode ser coberta pelas N placas.Devido a uma demanda do mercado por placas maiores, a fábrica triplicou a medida dos lados de suas placas e conseguiu reuni-las em uma nova caixa, de tal forma que a área coberta S não fosse alterada.A quantidade X, de placas do novo modelo, em cada nova caixa será igual a:",a) N/9b) N/6c) N/3d) 3Ne) 9N,A,verde
59,2013,158,O contribuinte que vende mais de R$ 20 mil de ações em Bolsa de Valores em um mês deverá pagar Imposto de Renda. O pagamento para a Receita Federal consistirá em 15% do lucro obtido com a venda das ações.Disponível em: www1.folha.uol.com.br. Acesso em: 26 abr. 2010 (adaptado).Um contribuinte que vende por R$ 34 mil um lote de ações que custou R$ 26 mil terá de pagar de Imposto de Renda à Receita Federal o valor de,"a) R$ 900,00.b) R$ 1200,00.c) R$ 2100,00.d) R$ 3900,00.e) R$ 5100,00.",B,verde
60,2013,159,"Para se construir um contrapiso, é comum, na constituição do concreto, se utilizar cimento, areia e brita, na seguinte proporção: 1 parte de cimento, 4 partes de areia e 2 partes de brita. Para construir o contrapiso de uma garagem, uma construtora encomendou um caminhão betoneira com 14 m3de concreto.Qual é o volume de cimento, em m3, na carga de concreto trazido pela betoneira?","a) 1,75b) 2,00c) 2,33d) 4,00e) 8,00",B,verde
61,2013,163,"Para aumentar as vendas no início do ano, uma loja de departamentos remarcou os preços de seus produtos 20% abaixo do preço original. Quando chegam ao caixa, os clientes que possuem o cartão fidelidade da loja têm direito a um desconto adicional de 10% sobre o valor total de suas compras.Um cliente deseja comprar um produto que custava R$50,00 antes da remarcação de preços. Ele não possui o cartão fidelidade da loja.Caso esse cliente possuísse o cartão fidelidade da loja, a economia adicional que obteria ao efetuar a compra, em reais, seria de","a) 15,00.b) 14,00.c) 10,00.d) 5,00.e) 4,00.",E,verde
62,2013,166,"Em setembro de 1987, Goiânia foi palco do maior acidente radioativo ocorrido no Brasil, quando uma amostra de césio-137, removida de um aparelho de radioterapia abandonado, foi manipulada inadvertidamente por parte da população. A meia-vida de um material radioativo é o tempo necessário para que a massa desse material se reduza à metade. A meia-vida do césio-137 é 30 anos e a quantidade restante de massa de um material radioativo, após $t$ anos, é calculada pela expressão$M(t) = A \cdot (2,7)^{kt}$ onde $A$ é a massa inicial e $k$ é uma constante negativa.Considere 0,3 como aproximação para $log_{10} 2$.Qual o tempo necessário, em anos, para que uma quantidade de massa do césio-137 se reduza a 10% da quantidade inicial?",a) 27b) 36c) 50d) 54e) 100,E,verde
